,Unnamed: 0,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
791,791,family,712,Pasteurellaceae,FJ939586.1.1362,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,792,genus,1678,Bifidobacterium,JGZC01000002.12413.13928,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,
793,793,genus,162289,Peptoniphilus,JRNL01000120.1.1526,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
794,794,genus,1678,Bifidobacterium,KC160492.1.1392,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,795,genus,544,Citrobacter,KF254751.1.1369,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,796,genus,1578,Lactobacillus,KP221635.1.1454,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,797,genus,1730,Eubacterium,LC019782.1.1425,,,,,,,,,,,,,,,,,,,,,,,,501.0,,,,,3211.0,,,,,,,,,,624.0,,,,,,,,,,,,,,1063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,798,genus,1485,Clostridium,NR_024995.1,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,799,genus,816,Bacteroides,NR_043017.1,,,,,,,,,,,,,,,,,,,,,,,,4819.0,,,,1656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800,genus,459786,Oscillibacter,NR_074793.1,,,,,,,,,,,,,,,,,,,,,,,,400.0,153.0,,,,894.0,,,,1406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,463.0,,,,,,,,,,,,177.0,,,424.0,,,,,,,,,,,,,,,98.0,
801,801,genus,816,Bacteroides,NR_113015.1,,,,,,,,,,,,,,,,,,,,,,,,1137.0,,,,,,,,,,,2838.0,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,923.0,,,,,,,,596.0,,539.0,915.0,,,,,,,,,,,977.0,,,,,,,2361.0,,,,,,,,,
802,802,genus,165779,Anaerococcus,NR_118220.1,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
803,803,genus,397864,Barnesiella,AB267809.1.1461,,,,,,,,,,,,,,,,,,,,,,,,,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,,
804,804,genus,816,Bacteroides,AB363973.1.1415,,,,,,,,,,,,,,,,,,,,,,,,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,,,,,,,,,,
805,805,genus,33024,Phascolarctobacterium,AB490811.1.1610,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.0,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,234.0,,,,,,,329.0,,,,,,,,,,
806,806,genus,816,Bacteroides,AB547644.1.1485,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,1686.0,,,,,,,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,807,genus,816,Bacteroides,AB547646.1.1488,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,,,,,,,,,,,,,844.0,,,,,,,,,,,,,,,,,
808,808,genus,1350,Enterococcus,AB596942.1.1482,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,809,species,1245,Leuconostoc mesenteroides,AB601158.1.1512,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,810,genus,816,Bacteroides,AGXY01000024.2457.3971,,,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,811,genus,838,Prevotella,AZJH01000007.50.1570,,,,,,,,,,,,,,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,812,genus,1301,Streptococcus,EU075056.1.1484,,,,,,,,,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,813,genus,544,Citrobacter,FN543502.4215533.4217074,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,814,genus,1301,Streptococcus,FN643224.1.1380,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,2458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,,
815,815,genus,836,Porphyromonas,GM884507.3.1514,,,,,,,,,,,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,816,genus,270497,Catabacter,JF514884.1.1259,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,2.0,,,10.0,,,,,,,2.0,,5.0,,,,,,,,,,,6.0,,,,,,,,,9.0,,,,,,,,,,,,,
817,817,family,543,Enterobacteriaceae,KJ716461.1.1460,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,818,genus,1730,Eubacterium,NR_024683.1,,,,,,,,,,,,,,,,,,,,,,,,,764.0,,,,,602.0,,,,,,,,,1779.0,,,,,,,,,,,,,,,,,,,,,,,,1092.0,,,,,,,,,519.0,,,,,,,,,,,,,,,640.0,,,,,893.0,,,,,,,,
819,819,genus,906,Megasphaera,NR_025230.1,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,26.0,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,820,genus,1505663,Erysipelatoclostridium,NR_027592.1,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,389.0,,,,,,,,,,,,,,,,,,,12.0,72.0,,,,631.0,,,,61.0,,,,,,104.0,,,,409.0,,,,,,,,,,,,,,,,,,,,,,,,,240.0,64.0,,,,,,,
821,821,genus,816,Bacteroides,NR_041279.1,,,,,,,,,,,,,,,,,,,,,,,,,1816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,
822,822,genus,39948,Dialister,NR_113356.1,,,,,,,,,,,,,,,,,,,,,,,,,993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,823,genus,1508657,Ruminiclostridium,NR_117165.1,,,,,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,824,genus,816,Bacteroides,AB253732.1.1458,,,,,,,,,,,,,,,,,,,,,,,,,,1801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,825,genus,816,Bacteroides,AB599942.1.1409,,,,,,,,,,,,,,,,,,,,,,,,,,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,826,genus,1505663,Erysipelatoclostridium,ABFX02000008.225014.226528,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,
827,827,genus,816,Bacteroides,ABFZ02000010.54.1555,,,,,,,,,,,,,,,,,,,,,,,,,,673.0,,,,,,,,,,670.0,730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,828,genus,1301,Streptococcus,AEQR01000024.3358.4894,,,,,,,,,,,,,,,,,,,,,,,,,,1411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.0,,,,,,,,,,,,,,,,
829,829,genus,82976,Buttiauxella,AF010251.1.1373,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,125.0,,,,,,,,,,,,,,,,252.0,,,,,,,,,307.0,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,
830,830,genus,816,Bacteroides,AGXE01000017.39628.41144,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,831,genus,1301,Streptococcus,AJ307888.1.1502,,,,,,,,,,,,,,,,,,,,,,,,,,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,1857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,,,,,
832,832,genus,1350,Enterococcus,AM050562.1.1536,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,833,genus,816,Bacteroides,CP000139.4743140.4744649,,,,,,,,,,,,,,,,,,,,,,,,,,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,834,genus,1301,Streptococcus,CP003068.263276.264812,,,,,,,,,,,,,,,,,,,,,,,,,,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,835,species,45634,Streptococcus cristatus,EU156757.1.1329,,,,,,,,,,,,,,,,,,,,,,,,,,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,836,genus,82976,Buttiauxella,HG003646.1.1443,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,837,genus,1678,Bifidobacterium,HM534838.1.1397,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,838,genus,162289,Peptoniphilus,HM801866.1.1390,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
839,839,genus,872,Desulfovibrio,JNJA01000005.345668.347196,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,
840,840,genus,122277,Pectobacterium,KF704795.1.1296,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,841,genus,1243,Leuconostoc,KP189206.1.1335,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,842,genus,2147,Acholeplasma,M23932.1.1480,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
843,843,genus,1485,Clostridium,NR_037090.1,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,844,genus,816,Bacteroides,NR_041313.1,,,,,,,,,,,,,,,,,,,,,,,,,,2505.0,,,,,,6022.0,,,,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,845,genus,577309,Paraprevotella,NR_041627.1,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,312.0,,218.0,,,,,,,,,
846,846,genus,572511,Blautia,NR_104700.1,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.0,,,,,,,,,,,,,,,,,,,,,,,393.0,,
847,847,genus,838,Prevotella,NR_113104.1,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,,,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,848,genus,836,Porphyromonas,NR_113228.1,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,
849,849,genus,239759,Alistipes,NR_118219.1,,,,,,,,,,,,,,,,,,,,,,,,,,1605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.0,,,,1777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.0
850,850,genus,360541,Sporacetigenium,NR_119325.1,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,851,genus,816,Bacteroides,AB200227.1.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,852,genus,816,Bacteroides,AB510699.1.1490,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0,,,,,,,,,,,
853,853,genus,39948,Dialister,AB626634.1.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,854,genus,122277,Pectobacterium,AF373177.1.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,855,genus,1301,Streptococcus,AP012053.16683.18219,,,,,,,,,,,,,,,,,,,,,,,,,,,2146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,856,family,186804,Peptostreptococcaceae,AVLV01000006.74606.76095,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,857,genus,946234,Flavonifractor,AY730665.1.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,
858,858,genus,904,Acidaminococcus,CP003058.391435.392923,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,
859,859,genus,1301,Streptococcus,DI200376.1.1510,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,860,genus,872,Desulfovibrio,FR733678.1.1539,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,861,genus,1350,Enterococcus,HQ378515.1.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,862,genus,547,Enterobacter,HQ888848.1.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,863,genus,1678,Bifidobacterium,JDUA01000032.379.1882,,,,,,,,,,,,,,,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,864,genus,239759,Alistipes,JF824804.1.1480,,,,,,,,,,,,,,,,,,,,,,,,,,,2545.0,,,,,,,,5079.0,,,,,,,,,,,,,,,,521.0,,,,,,,,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,865,genus,1678,Bifidobacterium,JGYW01000003.64241.65771,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0,,,,,,,,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,
866,866,genus,1301,Streptococcus,JJHZ01000005.515069.516605,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,867,genus,816,Bacteroides,NR_041278.1,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,4638.0,,,,,,,,,,263.0,,,,,,,,,1191.0,,,,,,,,,,,1444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,868,genus,1505663,Erysipelatoclostridium,NR_114393.1,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,,,211.0,,21.0,,,,97.0,134.0,,,,,,45.0,,,,,,,,,,,,,,,,,,,114.0,,,,,,126.0,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,
869,869,genus,1485,Clostridium,NR_115161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,870,family,543314,Clostridiales Family XIII. Incertae Sedis,NR_118779.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.0,,,,,,,,,,,,,895.0,,,,,,,,,,,,,,,1943.0,,,,,,,,,,,,,,,,,,,1311.0,,,,,,,642.0,,,,,,,,,,,,,,,2956.0,,,,
871,871,genus,906,Megasphaera,NR_133027.1,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,48.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,7.0,,,,,,,17.0,,,,,,,,,,,,,
872,872,genus,1730,Eubacterium,AB298909.1.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,873,genus,1578,Lactobacillus,AB425942.1.1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,874,genus,29465,Veillonella,AB538437.1.1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,
875,875,genus,239759,Alistipes,AB600999.1.1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,,,,,,,,,,,,,,,2034.0,,,,,,,,,,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,876,genus,836,Porphyromonas,ACNN01000021.414.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,877,genus,816,Bacteroides,AFFW01000002.619047.620555,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,878,genus,816,Bacteroides,AGXH01000055.217311.218830,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,879,genus,375288,Parabacteroides,AGZP01000018.58956.60474,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,,,,726.0,,,,,,,,,,,,,1638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,880,genus,207244,Anaerostipes,AJ270487.1.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,,,,,,,1698.0,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,881,genus,39948,Dialister,AY850121.1.1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.0,,,,,,,,,,,,,,,,,,,1744.0,,,,1017.0,,,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,,,,,3606.0,,,,,,,,,,,,,,
882,882,genus,816,Bacteroides,CP002530.2619825.2621344,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.0,,950.0,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,901.0,,,,,533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,883,genus,1243,Leuconostoc,HM058967.1.1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,884,genus,816,Bacteroides,JGEH01000053.107.1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,885,genus,1380,Atopobium,KC297229.1.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,886,genus,82976,Buttiauxella,KC853284.1.1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,887,genus,162289,Peptoniphilus,KF705042.1.1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
